occurrence_no,identified_name,identified_rank,accepted_name,accepted_rank,early_interval,max_ma,min_ma,ref_pubyr,phylum,class,order,family,genus,lng,lat,state,county,paleolng,paleolat,geoplate,cc,lithdescript,lithology1,lithadj1,lithification1,environment,tectonic_setting,geology_comments,assembl_comps,pres_mode,collection_type,taxonomy_comments,taxon_environment,motility,vision,diet,genus
208354,Granulatisporites frustulentus,species,Granulatisporites,genus,Late Famennian,364.7,346.7,1976,Pteridophyta,Pteridopsida,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Granulatisporites,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Granulatisporites
208355,Apiculatisporis morbosus,species,Apiculatisporites,genus,Late Famennian,364.7,346.7,1976,Pteridophyta,Pteridopsida,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Apiculatisporites,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Apiculatisporites
208356,Dibolisporites medaensis,species,Dibolisporites,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Dibolisporites,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Dibolisporites
208357,Raistrickia strumosa,species,Raistrickia,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Raistrickia,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Raistrickia
208358,Convolutispora fromensis,species,Convolutispora,genus,Late Famennian,364.7,346.7,1976,Pteridophyta,Pteridopsida,Schizaeales,NO_FAMILY_SPECIFIED,Convolutispora,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Convolutispora
208359,Camptotriletes balme,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208360,Foveosporties sp.,genus,,,Late Famennian,364.7,346.7,1976,,,,,,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208361,Reticulatisporites ancoralis,species,Reticulatisporites,genus,Late Famennian,364.7,346.7,1976,Pteridophyta,Lycopsida,NO_ORDER_SPECIFIED,Lycopodiaceae,Reticulatisporites,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Reticulatisporites
208376,Brochotriletes textilis,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208377,Stenozonotriletes clarus,species,Stenozonotriletes,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Stenozonotriletes,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Stenozonotriletes
208378,Stenozonotriletes facilis,species,Stenozonotriletes,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Stenozonotriletes,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Stenozonotriletes
208379,Stenozonotriletes sp.,genus,Stenozonotriletes,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Stenozonotriletes,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Stenozonotriletes
208380,Knoxisporites literatus,species,Knoxisporites,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Knoxisporites,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Knoxisporites
208381,Knoxisporites pristinus,species,Knoxisporites,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Knoxisporites,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Knoxisporites
208382,Lophozonotriletes triangulatus,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208383,Lophozonotriletes sp.,genus,,,Late Famennian,364.7,346.7,1976,,,,,,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208384,Gorgonispora convoluta,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208385,Hystricosporites porrectus,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208396,Cirratriradites impensus,species,Cirratriradites,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Cirratriradites,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Cirratriradites
208397,Hymenozonotriletes explanatus,species,Hymenozonotriletes,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Hymenozonotriletes,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Hymenozonotriletes
208398,Hymenozonotriletes scorpius,species,Hymenozonotriletes,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Hymenozonotriletes,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Hymenozonotriletes
208399,Diaphanospora depressa,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208400,Diaphanospora perplexa,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208401,Diaphanospora cf. riciniata,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208402,Endosporites micromanifestus,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208403,Grandispora clandestina,species,Grandispora,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Grandispora,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Grandispora
208404,Grandispora notensis,species,Grandispora,genus,Late Famennian,364.7,346.7,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Grandispora,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Grandispora
208405,Leiozonotriletes laurelensis,species,,,Late Famennian,364.7,346.7,1976,,,,,,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208429,Retispora lepidophyta,species,Retispora,genus,Late Famennian,364.7,346.7,1976,Pteridophyta,Lycopsida,Selaginellales,NO_FAMILY_SPECIFIED,Retispora,125.416664,-18.075001,Western Australia,,122.91,-26.27,801,AU,"Playford (1976, p.6): The Fairfield Formation is a poorly exposed calcareous sequence of biogenic limestones with recessibe interbedded calcareous sandstones, siltstones, and shales.",not reported,,,marine indet.,,,microfossils,body,taxonomic,,,,,,Retispora
208491,Retusotriletes digressus,species,Retusotriletes,genus,Late Devonian,382.7,298.9,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Retusotriletes,125.938889,-17.637501,Western Australia,,130.16,-30.22,801,AU,,siltstone,gray,,marine indet.,,,microfossils,body,taxonomic,,,,,,Retusotriletes
208492,Granulatisporites frustulentus,species,Granulatisporites,genus,Late Devonian,382.7,298.9,1976,Pteridophyta,Pteridopsida,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Granulatisporites,125.938889,-17.637501,Western Australia,,130.16,-30.22,801,AU,,siltstone,gray,,marine indet.,,,microfossils,body,taxonomic,,,,,,Granulatisporites
208493,Apiculatisporis morbosus,species,Apiculatisporites,genus,Late Devonian,382.7,298.9,1976,Pteridophyta,Pteridopsida,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Apiculatisporites,125.938889,-17.637501,Western Australia,,130.16,-30.22,801,AU,,siltstone,gray,,marine indet.,,,microfossils,body,taxonomic,,,,,,Apiculatisporites
208494,Convolutispora fromensis,species,Convolutispora,genus,Late Devonian,382.7,298.9,1976,Pteridophyta,Pteridopsida,Schizaeales,NO_FAMILY_SPECIFIED,Convolutispora,125.938889,-17.637501,Western Australia,,130.16,-30.22,801,AU,,siltstone,gray,,marine indet.,,,microfossils,body,taxonomic,,,,,,Convolutispora
208495,Camptotriletes balmei,species,,,Late Devonian,382.7,298.9,1976,,,,,,125.938889,-17.637501,Western Australia,,130.16,-30.22,801,AU,,siltstone,gray,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208496,Brochotriletes textilis,species,,,Late Devonian,382.7,298.9,1976,,,,,,125.938889,-17.637501,Western Australia,,130.16,-30.22,801,AU,,siltstone,gray,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208497,Stenozonotriletes clarus,species,Stenozonotriletes,genus,Late Devonian,382.7,298.9,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Stenozonotriletes,125.938889,-17.637501,Western Australia,,130.16,-30.22,801,AU,,siltstone,gray,,marine indet.,,,microfossils,body,taxonomic,,,,,,Stenozonotriletes
208498,Knoxisporites literatus,species,Knoxisporites,genus,Late Devonian,382.7,298.9,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Knoxisporites,125.938889,-17.637501,Western Australia,,130.16,-30.22,801,AU,,siltstone,gray,,marine indet.,,,microfossils,body,taxonomic,,,,,,Knoxisporites
208499,Knoxisporites pristinus,species,Knoxisporites,genus,Late Devonian,382.7,298.9,1976,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Knoxisporites,125.938889,-17.637501,Western Australia,,130.16,-30.22,801,AU,,siltstone,gray,,marine indet.,,,microfossils,body,taxonomic,,,,,,Knoxisporites
208500,Gorgonispora convoluta,species,,,Late Devonian,382.7,298.9,1976,,,,,,125.938889,-17.637501,Western Australia,,130.16,-30.22,801,AU,,siltstone,gray,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208501,Hystricosporites porrectus,species,,,Late Devonian,382.7,298.9,1976,,,,,,125.938889,-17.637501,Western Australia,,130.16,-30.22,801,AU,,siltstone,gray,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208502,Crassispora drucei,species,,,Late Devonian,382.7,298.9,1976,,,,,,125.938889,-17.637501,Western Australia,,130.16,-30.22,801,AU,,siltstone,gray,,marine indet.,,,microfossils,body,taxonomic,,,,,,
208503,Diaphanospora depressa,species,,,Late Devonian,382.7,298.9,1976,,,,,,125.938889,-17.637501,Western Australia,,130.16,-30.22,801,AU,,siltstone,gray,,marine indet.,,,microfossils,body,taxonomic,,,,,,
